id_transaccion,monto,fecha,tipo,es_fraudulenta,moneda,descripcion,canal,id_cuenta_origen,id_cuenta_destino,id_dispositivo,id_ubicacion
611,26756.15,2022-11-15,Transferencia,False,EUR,TXN-000611,App Móvil,496,1277,364,18
612,26601.39,2023-09-24,Depósito,False,EUR,TXN-000612,Sucursal,443,181,250,55
613,41902.04,2024-10-21,Retiro,False,USD,TXN-000613,ATM,1131,1210,467,77
614,143.11,2023-06-22,Retiro,False,GTQ,TXN-000614,App Móvil,620,263,171,185
615,24047.73,2024-01-02,Transferencia,False,COP,TXN-000615,Sucursal,463,1034,424,80
616,15129.29,2023-02-21,Retiro,False,GTQ,TXN-000616,Telefónico,1018,982,193,3
617,25710.7,2024-05-06,Retiro,False,COP,TXN-000617,App Móvil,290,728,358,54
618,38793.25,2022-12-10,Préstamo,False,GTQ,TXN-000618,Sucursal,1274,1080,564,155
619,43842.45,2022-04-29,Compra,False,COP,TXN-000619,ATM,672,704,78,44
620,16521.3,2022-08-15,Depósito,False,MXN,TXN-000620,ATM,1135,769,183,56
621,47123.78,2023-03-28,Retiro,False,COP,TXN-000621,Telefónico,1102,421,94,141
622,36619.66,2024-12-27,Transferencia,False,EUR,TXN-000622,Sucursal,1468,85,194,67
623,30338.95,2023-10-01,Pago,False,GTQ,TXN-000623,Telefónico,261,1441,379,148
624,48903.96,2025-04-18,Préstamo,False,GTQ,TXN-000624,Web,949,496,65,132
625,23614.37,2022-07-05,Transferencia,False,EUR,TXN-000625,Sucursal,644,317,91,51
626,16623.68,2024-01-13,Pago,False,GTQ,TXN-000626,App Móvil,511,172,329,58
627,2953.71,2022-01-22,Depósito,False,MXN,TXN-000627,Telefónico,80,389,91,172
628,44686.23,2024-04-14,Retiro,False,COP,TXN-000628,Telefónico,1459,205,311,170
629,22836.36,2025-12-20,Depósito,False,USD,TXN-000629,ATM,641,655,334,78
630,37101.7,2025-04-25,Transferencia,False,USD,TXN-000630,Sucursal,246,1144,274,88
631,20854.63,2025-06-19,Préstamo,False,GTQ,TXN-000631,App Móvil,313,113,430,27
632,49110.3,2025-06-15,Transferencia,False,GTQ,TXN-000632,App Móvil,1423,784,540,163
633,33211.05,2022-09-10,Depósito,False,COP,TXN-000633,Web,272,328,428,129
634,34353.83,2024-10-19,Retiro,False,MXN,TXN-000634,Web,258,312,391,159
635,47730.63,2023-02-01,Préstamo,True,EUR,TXN-000635,Sucursal,1165,782,587,182
636,566.01,2022-10-12,Préstamo,False,EUR,TXN-000636,Sucursal,177,8,133,195
637,31368.59,2023-02-17,Pago,True,USD,TXN-000637,App Móvil,272,1129,48,166
638,45644.32,2023-11-27,Compra,False,MXN,TXN-000638,Web,1354,949,261,49
639,46964.39,2023-12-18,Transferencia,False,EUR,TXN-000639,ATM,1140,949,191,184
640,33847.8,2025-08-08,Transferencia,False,USD,TXN-000640,Telefónico,92,679,410,5
641,14408.93,2023-01-08,Retiro,True,GTQ,TXN-000641,Sucursal,779,90,368,77
642,22563.25,2025-11-19,Compra,False,EUR,TXN-000642,App Móvil,978,540,594,6
643,31731.87,2025-04-11,Compra,False,EUR,TXN-000643,Sucursal,527,171,402,177
644,1773.51,2023-11-06,Préstamo,False,EUR,TXN-000644,Sucursal,532,419,138,57
645,24611.93,2024-11-11,Depósito,False,MXN,TXN-000645,ATM,1055,1145,436,179
646,41481.1,2024-03-08,Préstamo,True,GTQ,TXN-000646,Sucursal,1257,1277,132,36
647,44237.2,2023-02-01,Compra,False,MXN,TXN-000647,App Móvil,1212,48,287,124
648,33273.8,2022-06-13,Compra,False,COP,TXN-000648,App Móvil,1207,568,220,131
649,16470.26,2023-06-10,Compra,False,COP,TXN-000649,ATM,35,425,252,144
650,28481.2,2025-04-21,Préstamo,False,GTQ,TXN-000650,ATM,346,1471,471,145
651,47852.09,2024-06-21,Pago,False,COP,TXN-000651,Web,1498,98,368,24
652,10760.49,2025-03-01,Retiro,True,USD,TXN-000652,Web,838,972,404,127
653,12799.82,2024-11-24,Depósito,False,COP,TXN-000653,Sucursal,17,1140,340,98
654,7470.99,2024-01-23,Préstamo,False,COP,TXN-000654,Web,1411,1354,163,135
655,26830.7,2022-08-15,Compra,True,USD,TXN-000655,Web,338,1469,252,96
656,21845.11,2023-12-04,Depósito,False,COP,TXN-000656,ATM,430,86,433,125
657,24765.5,2024-03-28,Retiro,True,EUR,TXN-000657,Telefónico,839,1309,225,123
658,28730.86,2024-08-30,Retiro,False,USD,TXN-000658,App Móvil,551,575,237,92
659,4067.24,2023-12-07,Préstamo,False,EUR,TXN-000659,Telefónico,1303,411,163,129
660,24432.35,2024-07-25,Retiro,False,GTQ,TXN-000660,App Móvil,1434,1276,299,135
661,44367.26,2024-05-27,Depósito,False,EUR,TXN-000661,App Móvil,791,1401,121,158
662,21225.8,2023-07-04,Compra,False,MXN,TXN-000662,ATM,1268,1010,326,19
663,21797.16,2025-06-06,Depósito,False,MXN,TXN-000663,Telefónico,734,1314,438,61
664,45676.61,2023-02-28,Retiro,True,COP,TXN-000664,Web,1480,17,63,29
665,41857.81,2023-11-02,Compra,False,MXN,TXN-000665,Web,812,393,177,72
666,26221.03,2023-03-17,Retiro,False,COP,TXN-000666,Web,297,259,492,98
667,2450.51,2023-06-05,Depósito,False,GTQ,TXN-000667,App Móvil,841,1134,519,9
668,39683.76,2023-09-07,Compra,False,GTQ,TXN-000668,App Móvil,563,17,342,57
669,18742.65,2024-03-28,Depósito,False,MXN,TXN-000669,App Móvil,899,496,355,84
670,20847.28,2023-05-17,Compra,True,USD,TXN-000670,Sucursal,535,559,42,158
671,42791.05,2024-04-05,Préstamo,False,USD,TXN-000671,Sucursal,896,993,140,13
672,37471.85,2025-11-27,Retiro,False,COP,TXN-000672,Telefónico,1289,682,65,28
673,7666.32,2023-12-16,Depósito,False,MXN,TXN-000673,Web,1228,1415,514,94
674,49055.95,2024-01-02,Retiro,False,USD,TXN-000674,Telefónico,88,350,252,6
675,22704.9,2025-01-29,Pago,False,GTQ,TXN-000675,Web,1380,1019,396,47
676,10885.03,2024-03-25,Depósito,False,COP,TXN-000676,ATM,854,533,296,192
677,22296.09,2022-02-15,Depósito,False,EUR,TXN-000677,App Móvil,810,6,577,179
678,30361.42,2024-09-16,Retiro,True,EUR,TXN-000678,App Móvil,1167,205,157,147
679,13874.07,2023-09-21,Compra,False,USD,TXN-000679,ATM,1388,1410,211,173
680,45883.47,2022-12-31,Compra,False,USD,TXN-000680,Telefónico,206,880,345,170
681,13612.94,2023-12-19,Depósito,False,EUR,TXN-000681,Telefónico,1169,975,38,124
682,16313.92,2023-06-24,Préstamo,False,USD,TXN-000682,ATM,39,741,228,197
683,23542.82,2023-11-20,Depósito,False,COP,TXN-000683,Web,885,1100,145,186
684,13288.92,2022-04-21,Depósito,False,MXN,TXN-000684,Web,6,1193,306,29
685,18003.5,2022-09-13,Transferencia,False,GTQ,TXN-000685,App Móvil,709,432,127,86
686,23122.56,2023-08-13,Compra,False,EUR,TXN-000686,Web,1318,517,74,169
687,26832.62,2023-12-23,Retiro,False,MXN,TXN-000687,Telefónico,538,1422,345,103
688,11170.31,2025-07-22,Depósito,False,EUR,TXN-000688,App Móvil,522,213,403,137
689,18710.89,2025-09-24,Retiro,False,USD,TXN-000689,Web,674,1329,149,138
690,17482.41,2025-10-12,Préstamo,True,COP,TXN-000690,ATM,752,764,498,192
691,41644.89,2024-10-24,Transferencia,False,MXN,TXN-000691,Sucursal,1225,618,46,40
692,31407.21,2023-02-01,Depósito,False,USD,TXN-000692,Web,1088,538,219,190
693,15104.57,2022-02-07,Depósito,True,GTQ,TXN-000693,ATM,1342,1307,411,152
694,35818.7,2024-10-06,Préstamo,False,COP,TXN-000694,Sucursal,911,1298,252,75
695,17471.48,2023-11-28,Transferencia,False,COP,TXN-000695,Web,255,1139,512,73
696,38331.5,2024-08-03,Transferencia,True,USD,TXN-000696,Telefónico,764,1463,398,26
697,23011.27,2022-03-05,Préstamo,False,GTQ,TXN-000697,App Móvil,40,160,449,192
698,23006.0,2023-07-07,Compra,False,GTQ,TXN-000698,Sucursal,73,785,557,111
699,8913.12,2023-10-05,Préstamo,False,GTQ,TXN-000699,Sucursal,1436,1224,160,29
700,40523.01,2025-01-30,Compra,False,MXN,TXN-000700,Sucursal,748,1185,412,174
701,49910.74,2024-09-23,Pago,False,EUR,TXN-000701,ATM,512,723,540,153
702,24457.6,2022-09-30,Compra,False,COP,TXN-000702,Web,835,94,277,200
703,11531.89,2022-08-07,Pago,False,COP,TXN-000703,App Móvil,175,438,77,70
704,30184.01,2023-09-27,Pago,False,MXN,TXN-000704,ATM,389,97,233,111
705,46144.98,2025-12-29,Préstamo,False,COP,TXN-000705,Sucursal,830,1378,453,197
706,13408.83,2023-02-06,Préstamo,False,GTQ,TXN-000706,App Móvil,129,1423,468,173
707,40231.59,2024-06-13,Retiro,False,COP,TXN-000707,Web,1477,468,400,7
708,48715.73,2025-10-02,Depósito,False,USD,TXN-000708,Sucursal,1052,357,271,182
709,44318.93,2024-12-07,Depósito,False,MXN,TXN-000709,Telefónico,140,290,107,23
710,6429.84,2022-12-07,Transferencia,False,EUR,TXN-000710,Web,259,1377,331,41
711,46164.41,2025-08-07,Compra,False,COP,TXN-000711,Web,774,170,342,159
712,48837.52,2024-07-13,Retiro,False,EUR,TXN-000712,Sucursal,627,808,382,180
713,18745.49,2023-07-28,Retiro,False,GTQ,TXN-000713,App Móvil,440,371,534,25
714,33289.98,2025-11-26,Retiro,False,GTQ,TXN-000714,Web,1409,1091,392,116
715,48318.89,2022-10-23,Transferencia,False,USD,TXN-000715,Telefónico,385,1047,553,26
716,10827.22,2024-05-28,Compra,False,EUR,TXN-000716,App Móvil,1414,1215,550,200
717,46955.59,2025-10-05,Pago,False,USD,TXN-000717,App Móvil,573,1018,77,67
718,12199.07,2023-07-01,Transferencia,False,GTQ,TXN-000718,App Móvil,1356,1070,190,114
719,10360.87,2023-02-05,Transferencia,False,COP,TXN-000719,Sucursal,347,1110,405,75
720,2320.03,2024-05-13,Préstamo,False,MXN,TXN-000720,Sucursal,960,989,112,140
721,18867.05,2024-02-04,Transferencia,False,MXN,TXN-000721,Sucursal,486,953,495,177
722,20807.64,2024-10-18,Pago,False,GTQ,TXN-000722,ATM,135,1304,559,135
723,28050.1,2022-07-30,Compra,False,MXN,TXN-000723,Telefónico,1058,809,228,12
724,8100.15,2025-09-02,Retiro,False,MXN,TXN-000724,ATM,464,1375,440,120
725,29445.23,2022-03-17,Retiro,False,USD,TXN-000725,Telefónico,612,224,21,100
726,1669.19,2025-12-24,Depósito,False,GTQ,TXN-000726,Web,513,1166,306,34
727,49902.47,2025-05-05,Depósito,False,GTQ,TXN-000727,App Móvil,689,1356,566,18
728,28697.67,2025-01-20,Pago,False,COP,TXN-000728,Sucursal,766,1145,476,3
729,8765.82,2023-05-21,Transferencia,False,COP,TXN-000729,Web,947,568,408,187
730,47630.5,2022-01-08,Pago,False,USD,TXN-000730,App Móvil,284,699,434,147
731,35394.87,2023-07-20,Compra,False,GTQ,TXN-000731,Web,52,1128,238,51
732,11547.21,2023-09-03,Pago,False,COP,TXN-000732,App Móvil,754,1117,5,105
733,11973.26,2022-06-22,Depósito,False,EUR,TXN-000733,ATM,742,919,260,97
734,38576.7,2022-09-08,Transferencia,False,USD,TXN-000734,App Móvil,1176,446,312,13
735,45545.0,2022-06-27,Compra,False,EUR,TXN-000735,ATM,182,309,526,163
736,24114.73,2023-03-28,Retiro,False,COP,TXN-000736,Sucursal,1194,1447,103,127
737,42852.44,2023-01-29,Transferencia,False,EUR,TXN-000737,Sucursal,1010,167,513,116
738,15180.2,2025-12-01,Depósito,False,GTQ,TXN-000738,ATM,117,1174,96,101
739,40459.48,2025-07-16,Compra,False,COP,TXN-000739,ATM,519,1108,214,62
740,27935.19,2025-02-15,Depósito,False,MXN,TXN-000740,Sucursal,918,789,476,171
741,479.4,2023-09-28,Retiro,False,COP,TXN-000741,Sucursal,893,125,239,21
742,38017.61,2023-04-08,Pago,True,EUR,TXN-000742,Telefónico,1309,968,431,192
743,22564.93,2024-10-20,Retiro,False,EUR,TXN-000743,App Móvil,1480,1486,1,78
744,44846.28,2025-04-16,Retiro,False,MXN,TXN-000744,Web,1112,576,120,139
745,19356.97,2023-08-16,Pago,False,MXN,TXN-000745,App Móvil,190,706,466,153
746,40883.25,2023-09-05,Depósito,False,MXN,TXN-000746,App Móvil,1196,738,108,28
747,47668.62,2024-03-14,Retiro,False,MXN,TXN-000747,ATM,105,992,297,173
748,17077.61,2025-03-03,Depósito,False,USD,TXN-000748,Web,720,857,397,175
749,14809.2,2025-10-25,Transferencia,False,USD,TXN-000749,Telefónico,1181,431,11,156
750,47832.35,2023-12-16,Préstamo,False,MXN,TXN-000750,App Móvil,1040,529,445,98
751,36448.4,2025-08-24,Préstamo,False,MXN,TXN-000751,App Móvil,1482,1209,224,133
752,39091.57,2025-07-03,Depósito,False,MXN,TXN-000752,Sucursal,271,840,450,153
753,2053.6,2025-03-12,Compra,False,MXN,TXN-000753,Web,768,960,386,58
754,29467.09,2024-06-28,Transferencia,False,GTQ,TXN-000754,App Móvil,1018,960,449,195
755,6168.9,2024-05-09,Pago,False,USD,TXN-000755,App Móvil,489,733,417,139
756,14378.11,2023-01-30,Préstamo,False,USD,TXN-000756,App Móvil,1338,344,147,56
757,46454.4,2024-02-16,Transferencia,False,MXN,TXN-000757,App Móvil,1264,1208,387,145
758,11336.02,2024-03-27,Compra,False,EUR,TXN-000758,Web,530,1450,196,88
759,43998.94,2022-10-15,Compra,False,EUR,TXN-000759,App Móvil,897,1102,140,130
760,24124.89,2022-03-09,Depósito,False,EUR,TXN-000760,ATM,704,497,544,143
761,26590.09,2023-11-29,Pago,False,GTQ,TXN-000761,App Móvil,689,589,593,162
762,12803.69,2023-09-29,Pago,False,COP,TXN-000762,App Móvil,1066,21,332,64
763,38009.03,2022-09-28,Retiro,False,EUR,TXN-000763,App Móvil,910,841,492,143
764,26506.4,2025-01-19,Depósito,False,GTQ,TXN-000764,Web,869,1128,44,59
765,47548.26,2023-05-26,Transferencia,False,MXN,TXN-000765,App Móvil,1479,1209,96,160
766,28013.53,2023-03-04,Compra,False,COP,TXN-000766,Web,1469,668,553,121
767,38839.04,2024-11-29,Depósito,False,USD,TXN-000767,App Móvil,1159,1075,258,41
768,18121.03,2025-03-26,Transferencia,False,MXN,TXN-000768,Telefónico,635,1163,402,80
769,21361.24,2023-01-10,Compra,False,COP,TXN-000769,Telefónico,616,236,7,121
770,16215.83,2023-01-02,Compra,False,MXN,TXN-000770,ATM,10,40,347,176
771,46950.45,2022-11-23,Préstamo,False,GTQ,TXN-000771,App Móvil,163,308,501,93
772,47356.3,2023-07-19,Compra,True,MXN,TXN-000772,Telefónico,610,751,141,169
773,2787.13,2024-04-11,Depósito,False,USD,TXN-000773,Sucursal,1426,140,328,167
774,17782.03,2025-10-25,Compra,False,MXN,TXN-000774,ATM,37,201,283,44
775,43387.38,2024-09-12,Compra,False,EUR,TXN-000775,ATM,105,471,556,49
776,28647.52,2024-10-07,Pago,False,USD,TXN-000776,Telefónico,414,28,222,102
777,32216.76,2022-06-30,Retiro,False,EUR,TXN-000777,Sucursal,1096,1449,158,59
778,24276.47,2025-09-21,Compra,False,EUR,TXN-000778,Telefónico,276,822,103,159
779,358.3,2022-08-07,Compra,False,MXN,TXN-000779,Sucursal,1299,943,495,172
780,30875.08,2025-03-16,Pago,False,GTQ,TXN-000780,App Móvil,271,57,576,40
781,36046.32,2023-04-10,Préstamo,False,USD,TXN-000781,Telefónico,1126,1483,461,1
782,32375.79,2024-09-03,Compra,False,EUR,TXN-000782,Telefónico,551,1179,166,152
783,26780.96,2024-02-01,Retiro,False,GTQ,TXN-000783,App Móvil,212,704,440,55
784,22187.15,2022-12-04,Transferencia,False,MXN,TXN-000784,ATM,1238,1323,471,78
785,49746.0,2023-01-11,Retiro,False,COP,TXN-000785,Sucursal,1426,227,244,150
786,19280.09,2022-06-13,Compra,False,COP,TXN-000786,Web,844,325,72,46
787,28759.49,2024-08-20,Préstamo,False,MXN,TXN-000787,Web,616,1338,445,182
788,8600.84,2023-09-01,Pago,False,EUR,TXN-000788,Web,945,984,351,78
789,25949.41,2024-02-10,Retiro,False,MXN,TXN-000789,App Móvil,1276,948,346,104
790,11147.8,2025-10-17,Préstamo,False,GTQ,TXN-000790,Web,1457,630,586,13
791,46405.51,2025-08-05,Retiro,False,USD,TXN-000791,ATM,464,554,483,149
792,31327.95,2025-03-08,Retiro,False,GTQ,TXN-000792,Telefónico,858,104,68,108
793,24151.63,2022-09-19,Retiro,False,USD,TXN-000793,Sucursal,1432,726,392,178
794,6303.28,2022-11-11,Transferencia,False,USD,TXN-000794,Sucursal,1422,284,237,14
795,35894.44,2025-07-13,Transferencia,False,GTQ,TXN-000795,ATM,1220,174,152,120
796,47211.69,2024-07-31,Pago,False,USD,TXN-000796,Sucursal,496,223,319,17
797,48000.48,2025-03-16,Transferencia,False,GTQ,TXN-000797,App Móvil,530,1007,535,69
798,39861.29,2023-11-07,Compra,False,COP,TXN-000798,ATM,258,1251,460,79
799,28764.68,2025-08-18,Retiro,False,COP,TXN-000799,Sucursal,336,324,426,178
800,39864.55,2023-12-24,Pago,False,COP,TXN-000800,App Móvil,986,977,173,43
801,37090.28,2023-04-29,Depósito,False,EUR,TXN-000801,App Móvil,884,335,44,185
802,30259.64,2022-03-19,Préstamo,True,GTQ,TXN-000802,Sucursal,416,294,308,117
803,43234.62,2023-09-09,Pago,False,MXN,TXN-000803,Telefónico,833,139,501,64
804,15911.76,2022-04-18,Préstamo,False,EUR,TXN-000804,Web,1446,666,255,32
805,24640.54,2025-12-15,Préstamo,False,GTQ,TXN-000805,Sucursal,821,1269,454,94
806,11239.45,2023-04-19,Préstamo,False,COP,TXN-000806,Sucursal,549,1170,20,71
807,36969.69,2023-01-11,Préstamo,False,EUR,TXN-000807,Web,655,435,526,121
808,11129.38,2023-05-24,Compra,False,GTQ,TXN-000808,Web,1143,1422,253,6
809,13868.94,2025-10-23,Pago,False,GTQ,TXN-000809,Web,986,477,236,109
810,42258.24,2024-09-01,Retiro,False,GTQ,TXN-000810,Telefónico,636,208,552,96
811,40948.4,2023-05-11,Pago,False,EUR,TXN-000811,App Móvil,391,1464,332,19
812,6284.42,2023-10-31,Transferencia,False,GTQ,TXN-000812,Sucursal,819,99,92,94
813,26720.73,2025-04-18,Retiro,False,GTQ,TXN-000813,ATM,731,665,156,39
814,33758.43,2024-03-16,Retiro,False,GTQ,TXN-000814,App Móvil,1327,1408,161,96
815,6588.48,2022-03-14,Depósito,False,COP,TXN-000815,App Móvil,763,180,94,64
816,17471.33,2025-11-11,Retiro,False,COP,TXN-000816,ATM,708,44,71,158
817,5512.66,2023-10-06,Retiro,False,MXN,TXN-000817,App Móvil,1461,964,402,111
818,47940.03,2022-09-27,Retiro,False,MXN,TXN-000818,Web,473,356,18,111
819,6715.05,2025-10-06,Préstamo,False,COP,TXN-000819,ATM,247,841,443,61
820,472.81,2024-07-27,Depósito,False,GTQ,TXN-000820,ATM,648,270,43,75
821,15726.47,2024-02-29,Compra,False,EUR,TXN-000821,Sucursal,316,113,457,118
822,9500.47,2024-05-15,Transferencia,False,COP,TXN-000822,App Móvil,159,627,39,28
823,45823.87,2024-05-05,Préstamo,False,GTQ,TXN-000823,App Móvil,91,162,222,154
824,41554.59,2025-02-15,Transferencia,False,COP,TXN-000824,Telefónico,305,995,213,10
825,32825.62,2023-05-13,Compra,False,COP,TXN-000825,App Móvil,576,801,418,131
826,26787.48,2024-12-16,Préstamo,False,EUR,TXN-000826,Sucursal,969,1450,47,90
827,33045.31,2024-03-30,Compra,False,COP,TXN-000827,Web,1286,73,390,123
828,1723.4,2022-11-16,Préstamo,False,MXN,TXN-000828,Web,361,1074,2,186
829,5621.87,2023-08-18,Depósito,False,USD,TXN-000829,Web,1308,1135,470,54
830,14143.07,2023-04-03,Préstamo,False,GTQ,TXN-000830,Telefónico,721,861,228,13
831,22177.8,2025-05-10,Compra,False,COP,TXN-000831,ATM,820,1237,106,165
832,48847.35,2023-02-23,Depósito,False,MXN,TXN-000832,App Móvil,523,710,267,100
833,28219.29,2024-02-16,Compra,False,COP,TXN-000833,Sucursal,985,540,461,96
834,16887.94,2022-07-26,Transferencia,False,MXN,TXN-000834,ATM,141,1150,363,111
835,33445.08,2024-04-03,Pago,False,EUR,TXN-000835,Web,94,720,92,129
836,32794.5,2022-10-28,Transferencia,False,GTQ,TXN-000836,Web,100,1282,358,136
837,16570.51,2023-05-07,Depósito,False,MXN,TXN-000837,Sucursal,709,878,248,5
838,4980.09,2025-02-15,Depósito,False,GTQ,TXN-000838,Telefónico,1387,410,165,107
839,14165.73,2022-11-11,Transferencia,False,GTQ,TXN-000839,Web,221,761,269,171
840,47697.28,2023-08-18,Retiro,False,EUR,TXN-000840,App Móvil,118,284,60,88
841,49627.69,2022-03-16,Préstamo,False,COP,TXN-000841,Telefónico,606,1209,564,54
842,20079.06,2024-12-01,Compra,False,MXN,TXN-000842,Web,1164,1016,318,97
843,10735.61,2023-08-01,Pago,False,COP,TXN-000843,Web,200,803,61,8
844,3982.6,2022-11-19,Compra,False,EUR,TXN-000844,Telefónico,62,1189,232,5
845,48683.18,2024-06-15,Compra,False,COP,TXN-000845,Sucursal,1008,1417,322,70
846,7638.67,2025-11-20,Pago,False,EUR,TXN-000846,App Móvil,847,794,535,156
847,7272.15,2023-11-02,Préstamo,False,MXN,TXN-000847,App Móvil,774,322,5,43
848,1877.38,2023-08-11,Transferencia,False,EUR,TXN-000848,Sucursal,261,512,480,116
849,17977.69,2024-11-28,Compra,False,GTQ,TXN-000849,ATM,210,378,105,133
850,38612.42,2022-01-25,Retiro,False,GTQ,TXN-000850,Sucursal,1289,340,413,111
851,27117.83,2023-01-04,Pago,False,COP,TXN-000851,Web,89,1454,500,135
852,38568.49,2025-06-11,Transferencia,False,COP,TXN-000852,Telefónico,1134,602,391,50
853,16325.99,2025-06-06,Retiro,False,COP,TXN-000853,ATM,853,170,311,78
854,7245.93,2023-06-16,Préstamo,False,COP,TXN-000854,Web,319,31,258,138
855,9577.73,2024-08-03,Pago,True,MXN,TXN-000855,App Móvil,1115,805,308,94
856,47151.67,2022-08-14,Compra,False,GTQ,TXN-000856,Web,86,464,390,174
857,29362.15,2023-06-24,Transferencia,False,COP,TXN-000857,Web,780,1293,588,105
858,4272.64,2022-07-09,Compra,False,COP,TXN-000858,App Móvil,14,785,105,149
859,36684.55,2024-02-14,Préstamo,False,COP,TXN-000859,Web,1261,257,312,186
860,28014.34,2023-03-09,Retiro,False,GTQ,TXN-000860,App Móvil,996,839,226,68
861,4670.89,2024-11-22,Transferencia,False,GTQ,TXN-000861,Telefónico,161,576,107,80
862,46082.27,2023-04-20,Pago,False,EUR,TXN-000862,App Móvil,20,701,456,151
863,15492.79,2024-10-25,Retiro,False,MXN,TXN-000863,App Móvil,1370,5,587,191
864,40335.54,2024-07-17,Transferencia,False,EUR,TXN-000864,Telefónico,563,98,470,135
865,1098.83,2023-12-26,Depósito,False,EUR,TXN-000865,ATM,436,142,486,33
866,16412.83,2025-05-13,Retiro,False,GTQ,TXN-000866,Sucursal,313,938,275,7
867,42893.99,2023-06-28,Retiro,False,COP,TXN-000867,Telefónico,456,440,538,116
868,47128.98,2022-08-07,Préstamo,False,USD,TXN-000868,Sucursal,8,1238,296,23
869,20231.98,2022-01-09,Depósito,False,GTQ,TXN-000869,Web,381,1291,172,110
870,11694.8,2025-08-15,Compra,True,GTQ,TXN-000870,ATM,924,719,501,102
871,34275.4,2022-02-24,Compra,True,COP,TXN-000871,Sucursal,495,180,341,76
872,8295.52,2022-03-18,Depósito,False,EUR,TXN-000872,App Móvil,834,194,63,72
873,47529.66,2025-05-12,Retiro,False,COP,TXN-000873,Sucursal,903,596,598,133
874,25443.19,2024-08-15,Transferencia,False,USD,TXN-000874,Sucursal,1211,557,110,7
875,39898.64,2022-05-28,Depósito,True,MXN,TXN-000875,Web,110,934,493,81
876,29779.96,2022-03-17,Depósito,False,COP,TXN-000876,App Móvil,1176,635,114,19
877,28690.98,2022-04-17,Transferencia,False,EUR,TXN-000877,Telefónico,906,219,25,44
878,14337.83,2024-01-01,Retiro,False,COP,TXN-000878,Sucursal,191,549,459,72
879,11672.34,2023-09-13,Préstamo,False,COP,TXN-000879,Sucursal,466,476,351,96
880,28381.67,2025-10-24,Transferencia,False,USD,TXN-000880,Web,332,469,369,63
881,15562.72,2025-04-14,Compra,False,USD,TXN-000881,Sucursal,3,114,414,90
882,19301.98,2025-06-10,Depósito,False,MXN,TXN-000882,Web,440,1474,107,117
883,43453.97,2025-11-23,Pago,False,EUR,TXN-000883,Telefónico,444,1164,508,184
884,46455.43,2025-02-21,Retiro,False,COP,TXN-000884,Sucursal,1481,312,338,170
885,7680.16,2024-03-05,Compra,False,MXN,TXN-000885,App Móvil,499,1274,268,180
886,13681.24,2022-09-12,Depósito,False,COP,TXN-000886,Sucursal,161,495,451,9
887,18270.91,2022-07-27,Depósito,False,USD,TXN-000887,ATM,882,13,474,156
888,44043.01,2022-10-07,Retiro,False,GTQ,TXN-000888,Sucursal,257,243,571,157
889,37508.27,2024-03-31,Pago,False,COP,TXN-000889,Telefónico,385,760,459,4
890,33134.46,2023-11-03,Retiro,False,MXN,TXN-000890,App Móvil,209,607,237,154
891,12534.37,2025-11-25,Transferencia,False,COP,TXN-000891,Sucursal,1470,487,408,192
892,18112.17,2025-08-21,Transferencia,False,EUR,TXN-000892,App Móvil,1195,310,178,100
893,2405.04,2022-08-16,Préstamo,False,GTQ,TXN-000893,App Móvil,110,15,335,109
894,3529.96,2023-01-30,Compra,False,EUR,TXN-000894,ATM,152,851,527,21
895,42772.23,2025-10-09,Préstamo,True,COP,TXN-000895,Telefónico,286,180,144,168
896,42686.18,2024-02-08,Compra,False,COP,TXN-000896,App Móvil,396,1088,575,104
897,9840.14,2022-05-31,Transferencia,False,EUR,TXN-000897,ATM,980,262,542,32
898,44449.51,2025-07-10,Pago,False,MXN,TXN-000898,ATM,1012,1385,325,186
899,30299.36,2022-05-28,Compra,False,COP,TXN-000899,Web,859,144,144,6
900,37535.14,2024-03-25,Retiro,False,GTQ,TXN-000900,Sucursal,842,437,394,17
901,31372.65,2022-03-01,Pago,False,USD,TXN-000901,Sucursal,1307,1290,269,196
902,31393.29,2024-05-17,Compra,False,USD,TXN-000902,ATM,239,1414,68,106
903,13703.01,2022-10-29,Pago,False,COP,TXN-000903,App Móvil,948,890,586,188
904,8992.45,2024-12-28,Pago,False,MXN,TXN-000904,Sucursal,468,1349,105,45
905,12027.58,2025-05-24,Compra,False,COP,TXN-000905,ATM,780,1234,170,48
906,45350.8,2023-06-11,Retiro,False,EUR,TXN-000906,Telefónico,642,379,286,195
907,21465.94,2025-01-15,Depósito,False,COP,TXN-000907,App Móvil,509,1290,119,20
908,11047.11,2022-02-19,Compra,False,COP,TXN-000908,App Móvil,634,456,329,144
909,4267.79,2025-12-09,Retiro,False,COP,TXN-000909,App Móvil,1024,981,398,179
910,26537.03,2022-04-17,Pago,False,EUR,TXN-000910,Telefónico,342,987,101,177
911,35664.83,2024-03-10,Pago,False,MXN,TXN-000911,Web,312,33,120,106
912,48331.62,2022-02-16,Pago,False,USD,TXN-000912,Web,366,1484,332,131
913,26764.02,2025-06-28,Retiro,True,EUR,TXN-000913,Telefónico,609,149,582,126
914,36076.98,2025-03-15,Pago,False,COP,TXN-000914,ATM,960,466,501,149
915,3381.73,2022-10-27,Retiro,False,MXN,TXN-000915,ATM,647,710,88,19
916,33773.87,2024-07-22,Transferencia,False,USD,TXN-000916,Telefónico,132,982,436,38
